sample,chr,startpos,endpos
P119_2,chr8,0,3421
P119_2,chr8,3422,9477924
P119_2,chr8,9477925,13185925
P119_2,chr8,13185926,25847657
P119_2,chr8,25847658,29739981
P119_2,chr8,29739982,146259314
P11_1,chr8,0,3421
P11_1,chr8,3422,16151553
P11_1,chr8,16151554,30031514
P11_1,chr8,30031515,36137863
P11_1,chr8,36137864,45256837
P11_1,chr8,45256838,47600256
P11_1,chr8,47600257,51716757
P11_1,chr8,51716758,62388596
P11_1,chr8,62388597,65639252
P11_1,chr8,65639253,65667120
P11_1,chr8,65667121,67499695
P11_1,chr8,67499696,76460595
P11_1,chr8,76460596,81097158
P11_1,chr8,81097159,83965586
P11_1,chr8,83965587,91405339
P11_1,chr8,91405340,93090890
P11_1,chr8,93090891,118960747
P11_1,chr8,118960748,121401215
P11_1,chr8,121401216,146259314
P11_2,chr8,0,3421
P11_2,chr8,3422,8154896
P11_2,chr8,8154897,12160320
P11_2,chr8,12160321,12580931
P11_2,chr8,12580932,14020339
P11_2,chr8,14020340,14023781
P11_2,chr8,14023782,30223124
P11_2,chr8,30223125,47853458
P11_2,chr8,47853459,51059059
P11_2,chr8,51059060,51950072
P11_2,chr8,51950073,52833159
P11_2,chr8,52833160,66817835
P11_2,chr8,66817836,73025639
P11_2,chr8,73025640,73898590
P11_2,chr8,73898591,77487525
P11_2,chr8,77487526,80308480
P11_2,chr8,80308481,81391720
P11_2,chr8,81391721,83624040
P11_2,chr8,83624041,85258757
P11_2,chr8,85258758,87977912
P11_2,chr8,87977913,88138928
P11_2,chr8,88138929,92096356
P11_2,chr8,92096357,95770783
P11_2,chr8,95770784,97136439
P11_2,chr8,97136440,98768123
P11_2,chr8,98768124,99962947
P11_2,chr8,99962948,103748451
P11_2,chr8,103748452,107843965
P11_2,chr8,107843966,117056897
P11_2,chr8,117056898,117784086
P11_2,chr8,117784087,122774756
P11_2,chr8,122774757,124526235
P11_2,chr8,124526236,130619804
P11_2,chr8,130619805,132561419
P11_2,chr8,132561420,133953921
P11_2,chr8,133953922,140269560
P11_2,chr8,140269561,146259314
P120_1,chr8,0,3421
P120_1,chr8,3422,34224011
P120_1,chr8,34224012,42344124
P120_1,chr8,42344125,66489214
P120_1,chr8,66489215,67828959
P120_1,chr8,67828960,79453162
P120_1,chr8,79453163,87829282
P120_1,chr8,87829283,90094879
P120_1,chr8,90094880,90465797
P120_1,chr8,90465798,108141002
P120_1,chr8,108141003,146259314
P120_2,chr8,0,3421
P120_2,chr8,3422,7348717
P120_2,chr8,7348718,22166763
P120_2,chr8,22166764,24231554
P120_2,chr8,24231555,29365741
P120_2,chr8,29365742,36864298
P120_2,chr8,36864299,52123333
P120_2,chr8,52123334,65387219
P120_2,chr8,65387220,73880913
P120_2,chr8,73880914,89321151
P120_2,chr8,89321152,90720665
P120_2,chr8,90720666,93850736
P120_2,chr8,93850737,94925629
P120_2,chr8,94925630,114977544
P120_2,chr8,114977545,128058168
P120_2,chr8,128058169,133596556
P120_2,chr8,133596557,146259314
P121_1,chr8,0,3421
P121_1,chr8,3422,6765504
P121_1,chr8,6765505,8923358
P121_1,chr8,8923359,13706786
P121_1,chr8,13706787,51566956
P121_1,chr8,51566957,59246357
P121_1,chr8,59246358,83008710
P121_1,chr8,83008711,93629906
P121_1,chr8,93629907,97604631
P121_1,chr8,97604632,146259314
P121_2,chr8,0,3421
P121_2,chr8,3422,7705925
P121_2,chr8,7705926,9477924
P121_2,chr8,9477925,10147547
P121_2,chr8,10147548,30446524
P121_2,chr8,30446525,39375412
P121_2,chr8,39375413,51483987
P121_2,chr8,51483988,52717280
P121_2,chr8,52717281,61019682
P121_2,chr8,61019683,61326229
P121_2,chr8,61326230,62318566
P121_2,chr8,62318567,65387219
P121_2,chr8,65387220,68231294
P121_2,chr8,68231295,69752499
P121_2,chr8,69752500,76423992
P121_2,chr8,76423993,76629695
P121_2,chr8,76629696,78605153
P121_2,chr8,78605154,80149848
P121_2,chr8,80149849,80500170
P121_2,chr8,80500171,81483948
P121_2,chr8,81483949,85349945
P121_2,chr8,85349946,86881733
P121_2,chr8,86881734,88112093
P121_2,chr8,88112094,89853982
P121_2,chr8,89853983,91109374
P121_2,chr8,91109375,91162712
P121_2,chr8,91162713,93608748
P121_2,chr8,93608749,146259314
P122_1,chr8,0,3421
P122_1,chr8,3422,87410446
P122_1,chr8,87410447,89641498
P122_1,chr8,89641499,89664918
P122_1,chr8,89664919,99890754
P122_1,chr8,99890755,99959989
P122_1,chr8,99959990,102354352
P122_1,chr8,102354353,102675890
P122_1,chr8,102675891,104419814
P122_1,chr8,104419815,105451797
P122_1,chr8,105451798,105453369
P122_1,chr8,105453370,105903788
P122_1,chr8,105903789,108350668
P122_1,chr8,108350669,110425869
P122_1,chr8,110425870,111602352
P122_1,chr8,111602353,113331566
P122_1,chr8,113331567,114148860
P122_1,chr8,114148861,116273622
P122_1,chr8,116273623,116303446
P122_1,chr8,116303447,118597720
P122_1,chr8,118597721,121346720
P122_1,chr8,121346721,123140814
P122_1,chr8,123140815,137085958
P122_1,chr8,137085959,137549561
P122_1,chr8,137549562,143972612
P122_1,chr8,143972613,146259314
P122_2,chr8,0,3421
P122_2,chr8,3422,1397192
P122_2,chr8,1397193,4979544
P122_2,chr8,4979545,12248835
P122_2,chr8,12248836,21056903
P122_2,chr8,21056904,22664292
P122_2,chr8,22664293,23835251
P122_2,chr8,23835252,23875004
P122_2,chr8,23875005,25139010
P122_2,chr8,25139011,29735277
P122_2,chr8,29735278,32392334
P122_2,chr8,32392335,35380797
P122_2,chr8,35380798,38419047
P122_2,chr8,38419048,39799168
P122_2,chr8,39799169,43138615
P122_2,chr8,43138616,45631193
P122_2,chr8,45631194,51643045
P122_2,chr8,51643046,53884403
P122_2,chr8,53884404,54353116
P122_2,chr8,54353117,58886919
P122_2,chr8,58886920,59246357
P122_2,chr8,59246358,59528784
P122_2,chr8,59528785,61558048
P122_2,chr8,61558049,63870853
P122_2,chr8,63870854,64888117
P122_2,chr8,64888118,65214905
P122_2,chr8,65214906,65387219
P122_2,chr8,65387220,65528246
P122_2,chr8,65528247,65986555
P122_2,chr8,65986556,66171443
P122_2,chr8,66171444,66259373
P122_2,chr8,66259374,68668646
P122_2,chr8,68668647,69641590
P122_2,chr8,69641591,69651097
P122_2,chr8,69651098,71584535
P122_2,chr8,71584536,71686715
P122_2,chr8,71686716,71711010
P122_2,chr8,71711011,74968218
P122_2,chr8,74968219,75962611
P122_2,chr8,75962612,76568369
P122_2,chr8,76568370,77425076
P122_2,chr8,77425077,78140802
P122_2,chr8,78140803,81097840
P122_2,chr8,81097841,81602848
P122_2,chr8,81602849,83847232
P122_2,chr8,83847233,84788240
P122_2,chr8,84788241,85980913
P122_2,chr8,85980914,87410446
P122_2,chr8,87410447,102728583
P122_2,chr8,102728584,103297279
P122_2,chr8,103297280,103381329
P122_2,chr8,103381330,105317414
P122_2,chr8,105317415,105952307
P122_2,chr8,105952308,106407597
P122_2,chr8,106407598,107992730
P122_2,chr8,107992731,108621070
P122_2,chr8,108621071,123064766
P122_2,chr8,123064767,124884503
P122_2,chr8,124884504,128174089
P122_2,chr8,128174090,137085958
P122_2,chr8,137085959,138554329
P122_2,chr8,138554330,142622951
P122_2,chr8,142622952,146259314
P123_1,chr8,0,3421
P123_1,chr8,3422,8923358
P123_1,chr8,8923359,12117782
P123_1,chr8,12117783,18720111
P123_1,chr8,18720112,46298778
P123_1,chr8,46298779,50097724
P123_1,chr8,50097725,51450486
P123_1,chr8,51450487,63060920
P123_1,chr8,63060921,63532103
P123_1,chr8,63532104,67589711
P123_1,chr8,67589712,72400336
P123_1,chr8,72400337,77869046
P123_1,chr8,77869047,77977259
P123_1,chr8,77977260,82646175
P123_1,chr8,82646176,89446872
P123_1,chr8,89446873,89689537
P123_1,chr8,89689538,90265540
P123_1,chr8,90265541,92787975
P123_1,chr8,92787976,100090381
P123_1,chr8,100090382,108910630
P123_1,chr8,108910631,114164260
P123_1,chr8,114164261,146259314
P123_2,chr8,0,3421
P123_2,chr8,3422,7493058
P123_2,chr8,7493059,12788888
P123_2,chr8,12788889,24231554
P123_2,chr8,24231555,45523031
P123_2,chr8,45523032,47486864
P123_2,chr8,47486865,49682517
P123_2,chr8,49682518,52717280
P123_2,chr8,52717281,53349617
P123_2,chr8,53349618,56591904
P123_2,chr8,56591905,58944445
P123_2,chr8,58944446,59925705
P123_2,chr8,59925706,63870853
P123_2,chr8,63870854,64190379
P123_2,chr8,64190380,82649545
P123_2,chr8,82649546,92272279
P123_2,chr8,92272280,95587050
P123_2,chr8,95587051,96019703
P123_2,chr8,96019704,100118657
P123_2,chr8,100118658,102847619
P123_2,chr8,102847620,104784772
P123_2,chr8,104784773,113702228
P123_2,chr8,113702229,115855635
P123_2,chr8,115855636,118106390
P123_2,chr8,118106391,118774228
P123_2,chr8,118774229,123953371
P123_2,chr8,123953372,125356221
P123_2,chr8,125356222,125720730
P123_2,chr8,125720731,131520796
P123_2,chr8,131520797,145207700
P123_2,chr8,145207701,146259314
P124_1,chr8,0,3421
P124_1,chr8,3422,15257052
P124_1,chr8,15257053,62217406
P124_1,chr8,62217407,146259314
P124_2,chr8,0,3421
P124_2,chr8,3422,146259314
P125_1,chr8,0,3421
P125_1,chr8,3422,7953421
P125_1,chr8,7953422,49569228
P125_1,chr8,49569229,52066381
P125_1,chr8,52066382,57482676
P125_1,chr8,57482677,80020534
P125_1,chr8,80020535,137369349
P125_1,chr8,137369350,146259314
P125_2,chr8,0,3421
P125_2,chr8,3422,33508591
P125_2,chr8,33508592,34224011
P125_2,chr8,34224012,36864298
P125_2,chr8,36864299,45666242
P125_2,chr8,45666243,52123333
P125_2,chr8,52123334,65387219
P125_2,chr8,65387220,65528246
P125_2,chr8,65528247,71243559
P125_2,chr8,71243560,86494090
P125_2,chr8,86494091,89476477
P125_2,chr8,89476478,95587050
P125_2,chr8,95587051,97004317
P125_2,chr8,97004318,112377115
P125_2,chr8,112377116,121045977
P125_2,chr8,121045978,123953371
P125_2,chr8,123953372,124884503
P125_2,chr8,124884504,146259314
P126_1,chr8,0,3421
P126_1,chr8,3422,34224011
P126_1,chr8,34224012,35972404
P126_1,chr8,35972405,51315969
P126_1,chr8,51315970,51802213
P126_1,chr8,51802214,52717280
P126_1,chr8,52717281,58143668
P126_1,chr8,58143669,58944445
P126_1,chr8,58944446,59246357
P126_1,chr8,59246358,59925705
P126_1,chr8,59925706,60262290
P126_1,chr8,60262291,63629317
P126_1,chr8,63629318,67602926
P126_1,chr8,67602927,67645928
P126_1,chr8,67645929,67858460
P126_1,chr8,67858461,68687771
P126_1,chr8,68687772,72747828
P126_1,chr8,72747829,89004988
P126_1,chr8,89004989,91406424
P126_1,chr8,91406425,91840809
P126_1,chr8,91840810,92273992
P126_1,chr8,92273993,93226361
P126_1,chr8,93226362,95253296
P126_1,chr8,95253297,96141953
P126_1,chr8,96141954,96979544
P126_1,chr8,96979545,97502822
P126_1,chr8,97502823,97981253
P126_1,chr8,97981254,98118317
P126_1,chr8,98118318,99645832
P126_1,chr8,99645833,102354352
P126_1,chr8,102354353,110435875
P126_1,chr8,110435876,128579721
P126_1,chr8,128579722,128857790
P126_1,chr8,128857791,131774916
P126_1,chr8,131774917,132809353
P126_1,chr8,132809354,135612061
P126_1,chr8,135612062,135651012
P126_1,chr8,135651013,140612644
P126_1,chr8,140612645,142983766
P126_1,chr8,142983767,146259314
P126_2,chr8,0,3421
P126_2,chr8,3422,56948326
P126_2,chr8,56948327,60737981
P126_2,chr8,60737982,62642910
P126_2,chr8,62642911,65387219
P126_2,chr8,65387220,65861869
P126_2,chr8,65861870,75960572
P126_2,chr8,75960573,85189939
P126_2,chr8,85189940,85231435
P126_2,chr8,85231436,87353538
P126_2,chr8,87353539,88959912
P126_2,chr8,88959913,90436586
P126_2,chr8,90436587,90731770
P126_2,chr8,90731771,95801886
P126_2,chr8,95801887,98161803
P126_2,chr8,98161804,98401991
P126_2,chr8,98401992,99890754
P126_2,chr8,99890755,107902769
P126_2,chr8,107902770,109728259
P126_2,chr8,109728260,117596930
P126_2,chr8,117596931,127884663
P126_2,chr8,127884664,134906551
P126_2,chr8,134906552,139484065
P126_2,chr8,139484066,144542421
P126_2,chr8,144542422,146259314
P127_1,chr8,0,3421
P127_1,chr8,3422,103944882
P127_1,chr8,103944883,146259314
P127_2,chr8,0,3421
P127_2,chr8,3422,592588
P127_2,chr8,592589,1589397
P127_2,chr8,1589398,13811096
P127_2,chr8,13811097,16767801
P127_2,chr8,16767802,22664292
P127_2,chr8,22664293,46615141
P127_2,chr8,46615142,50097724
P127_2,chr8,50097725,58486531
P127_2,chr8,58486532,58564457
P127_2,chr8,58564458,60108184
P127_2,chr8,60108185,64888117
P127_2,chr8,64888118,77928479
P127_2,chr8,77928480,80020534
P127_2,chr8,80020535,88540890
P127_2,chr8,88540891,146259314
P128_1,chr8,0,3421
P128_1,chr8,3422,41692470
P128_1,chr8,41692471,92093899
P128_1,chr8,92093900,146259314
P128_2,chr8,0,3421
P128_2,chr8,3422,94186945
P128_2,chr8,94186946,146259314
P129_1,chr8,0,3421
P129_1,chr8,3422,1397192
P129_1,chr8,1397193,3946013
P129_1,chr8,3946014,7953421
P129_1,chr8,7953422,12248835
P129_1,chr8,12248836,24844514
P129_1,chr8,24844515,29334810
P129_1,chr8,29334811,40762180
P129_1,chr8,40762181,46395742
P129_1,chr8,46395743,57482676
P129_1,chr8,57482677,59528784
P129_1,chr8,59528785,61791637
P129_1,chr8,61791638,62890291
P129_1,chr8,62890292,64599872
P129_1,chr8,64599873,65528246
P129_1,chr8,65528247,67858460
P129_1,chr8,67858461,69651097
P129_1,chr8,69651098,86494090
P129_1,chr8,86494091,86879011
P129_1,chr8,86879012,86879030
P129_1,chr8,86879031,87953664
P129_1,chr8,87953665,89321151
P129_1,chr8,89321152,92759856
P129_1,chr8,92759857,93731339
P129_1,chr8,93731340,96019703
P129_1,chr8,96019704,97194181
P129_1,chr8,97194182,98668738
P129_1,chr8,98668739,101385250
P129_1,chr8,101385251,102265700
P129_1,chr8,102265701,103255803
P129_1,chr8,103255804,104784772
P129_1,chr8,104784773,105113332
P129_1,chr8,105113333,106303651
P129_1,chr8,106303652,108606360
P129_1,chr8,108606361,108906385
P129_1,chr8,108906386,112880594
P129_1,chr8,112880595,113675731
P129_1,chr8,113675732,117019329
P129_1,chr8,117019330,120496631
P129_1,chr8,120496632,124884503
P129_1,chr8,124884504,125006214
P129_1,chr8,125006215,125356221
P129_1,chr8,125356222,137324893
P129_1,chr8,137324894,137369349
P129_1,chr8,137369350,146259314
P129_2,chr8,0,3421
P129_2,chr8,3422,13811096
P129_2,chr8,13811097,17496619
P129_2,chr8,17496620,22199636
P129_2,chr8,22199637,25139010
P129_2,chr8,25139011,38213858
P129_2,chr8,38213859,66012440
P129_2,chr8,66012441,66531631
P129_2,chr8,66531632,67930656
P129_2,chr8,67930657,85779818
P129_2,chr8,85779819,90214909
P129_2,chr8,90214910,91587641
P129_2,chr8,91587642,99437190
P129_2,chr8,99437191,102465263
P129_2,chr8,102465264,105775457
P129_2,chr8,105775458,107680924
P129_2,chr8,107680925,109850929
P129_2,chr8,109850930,119089972
P129_2,chr8,119089973,119345224
P129_2,chr8,119345225,125720730
P129_2,chr8,125720731,126702903
P129_2,chr8,126702904,130330325
P129_2,chr8,130330326,132251543
P129_2,chr8,132251544,135043928
P129_2,chr8,135043929,140269985
P129_2,chr8,140269986,142629753
P129_2,chr8,142629754,144538473
P129_2,chr8,144538474,146259314
P12_1,chr8,0,3421
P12_1,chr8,3422,51112615
P12_1,chr8,51112616,72738033
P12_1,chr8,72738034,146259314
P12_2,chr8,0,3421
P12_2,chr8,3422,6317030
P12_2,chr8,6317031,8923358
P12_2,chr8,8923359,25847657
P12_2,chr8,25847658,36407096
P12_2,chr8,36407097,47948366
P12_2,chr8,47948367,48171369
P12_2,chr8,48171370,56235148
P12_2,chr8,56235149,57418189
P12_2,chr8,57418190,66447288
P12_2,chr8,66447289,113172523
P12_2,chr8,113172524,129687010
P12_2,chr8,129687011,131939869
P12_2,chr8,131939870,146259314
P130_1,chr8,0,3421
P130_1,chr8,3422,527056
P130_1,chr8,527057,690030
P130_1,chr8,690031,6320440
P130_1,chr8,6320441,7506004
P130_1,chr8,7506005,7739243
P130_1,chr8,7739244,8193714
P130_1,chr8,8193715,10537071
P130_1,chr8,10537072,16767801
P130_1,chr8,16767802,17496619
P130_1,chr8,17496620,25139010
P130_1,chr8,25139011,28834800
P130_1,chr8,28834801,30795108
P130_1,chr8,30795109,36403257
P130_1,chr8,36403258,36939649
P130_1,chr8,36939650,37115523
P130_1,chr8,37115524,38537818
P130_1,chr8,38537819,44301365
P130_1,chr8,44301366,45802176
P130_1,chr8,45802177,46129027
P130_1,chr8,46129028,48447175
P130_1,chr8,48447176,52428580
P130_1,chr8,52428581,54074887
P130_1,chr8,54074888,56632171
P130_1,chr8,56632172,62425295
P130_1,chr8,62425296,63158829
P130_1,chr8,63158830,65949957
P130_1,chr8,65949958,67577312
P130_1,chr8,67577313,68118121
P130_1,chr8,68118122,74922194
P130_1,chr8,74922195,76206467
P130_1,chr8,76206468,79418417
P130_1,chr8,79418418,80874266
P130_1,chr8,80874267,84188994
P130_1,chr8,84188995,85604869
P130_1,chr8,85604870,85980913
P130_1,chr8,85980914,86168269
P130_1,chr8,86168270,89682946
P130_1,chr8,89682947,89737036
P130_1,chr8,89737037,98412568
P130_1,chr8,98412569,98799861
P130_1,chr8,98799862,100313969
P130_1,chr8,100313970,103029030
P130_1,chr8,103029031,104142571
P130_1,chr8,104142572,108149631
P130_1,chr8,108149632,108894223
P130_1,chr8,108894224,111871081
P130_1,chr8,111871082,114727852
P130_1,chr8,114727853,119092228
P130_1,chr8,119092229,119202397
P130_1,chr8,119202398,124603207
P130_1,chr8,124603208,124660909
P130_1,chr8,124660910,127070028
P130_1,chr8,127070029,129661901
P130_1,chr8,129661902,130146252
P130_1,chr8,130146253,131061034
P130_1,chr8,131061035,132251543
P130_1,chr8,132251544,146259314
P130_2,chr8,0,3421
P130_2,chr8,3422,10003949
P130_2,chr8,10003950,54350123
P130_2,chr8,54350124,71594929
P130_2,chr8,71594930,77598393
P130_2,chr8,77598394,84639726
P130_2,chr8,84639727,85952060
P130_2,chr8,85952061,87253567
P130_2,chr8,87253568,93164844
P130_2,chr8,93164845,105754541
P130_2,chr8,105754542,110644117
P130_2,chr8,110644118,116692143
P130_2,chr8,116692144,124149895
P130_2,chr8,124149896,129273274
P130_2,chr8,129273275,130686379
P130_2,chr8,130686380,131377799
P130_2,chr8,131377800,136897759
P130_2,chr8,136897760,146259314
P131_1,chr8,0,3421
P131_1,chr8,3422,1589397
P131_1,chr8,1589398,24054815
P131_1,chr8,24054816,26876624
P131_1,chr8,26876625,32116499
P131_1,chr8,32116500,61214994
P131_1,chr8,61214995,61291026
P131_1,chr8,61291027,63049983
P131_1,chr8,63049984,89831071
P131_1,chr8,89831072,95715445
P131_1,chr8,95715446,100744083
P131_1,chr8,100744084,100793544
P131_1,chr8,100793545,116908828
P131_1,chr8,116908829,143983160
P131_1,chr8,143983161,146259314
P131_2,chr8,0,3421
P131_2,chr8,3422,28834800
P131_2,chr8,28834801,41405912
P131_2,chr8,41405913,45802176
P131_2,chr8,45802177,85719071
P131_2,chr8,85719072,146259314
P132_1,chr8,0,3421
P132_1,chr8,3422,1589397
P132_1,chr8,1589398,3448369
P132_1,chr8,3448370,9279587
P132_1,chr8,9279588,9808944
P132_1,chr8,9808945,12545619
P132_1,chr8,12545620,12961788
P132_1,chr8,12961789,22199636
P132_1,chr8,22199637,28787972
P132_1,chr8,28787973,30684081
P132_1,chr8,30684082,32116499
P132_1,chr8,32116500,41405912
P132_1,chr8,41405913,44544985
P132_1,chr8,44544986,45188730
P132_1,chr8,45188731,45760743
P132_1,chr8,45760744,47748546
P132_1,chr8,47748547,49638431
P132_1,chr8,49638432,50695365
P132_1,chr8,50695366,51743395
P132_1,chr8,51743396,53487183
P132_1,chr8,53487184,60117552
P132_1,chr8,60117553,60357504
P132_1,chr8,60357505,111568380
P132_1,chr8,111568381,114583062
P132_1,chr8,114583063,117369576
P132_1,chr8,117369577,121701090
P132_1,chr8,121701091,137381831
P132_1,chr8,137381832,145602582
P132_1,chr8,145602583,146259314
P132_2,chr8,0,3421
P132_2,chr8,3422,77481633
P132_2,chr8,77481634,88404839
P132_2,chr8,88404840,89488242
P132_2,chr8,89488243,89571426
P132_2,chr8,89571427,146259314
P133_1,chr8,0,3421
P133_1,chr8,3422,527056
P133_1,chr8,527057,857663
P133_1,chr8,857664,9147583
P133_1,chr8,9147584,11070629
P133_1,chr8,11070630,12007608
P133_1,chr8,12007609,15430470
P133_1,chr8,15430471,17719382
P133_1,chr8,17719383,20288886
P133_1,chr8,20288887,23420037
P133_1,chr8,23420038,51277745
P133_1,chr8,51277746,62890291
P133_1,chr8,62890292,68624167
P133_1,chr8,68624168,71024135
P133_1,chr8,71024136,77668339
P133_1,chr8,77668340,100693290
P133_1,chr8,100693291,102265700
P133_1,chr8,102265701,120064175
P133_1,chr8,120064176,124117475
P133_1,chr8,124117476,129596129
P133_1,chr8,129596130,130293777
P133_1,chr8,130293778,130368626
P133_1,chr8,130368627,130809149
P133_1,chr8,130809150,131064320
P133_1,chr8,131064321,136897759
P133_1,chr8,136897760,137059222
P133_1,chr8,137059223,143983160
P133_1,chr8,143983161,146259314
P133_2,chr8,0,3421
P133_2,chr8,3422,19314692
P133_2,chr8,19314693,20840791
P133_2,chr8,20840792,27611148
P133_2,chr8,27611149,42963303
P133_2,chr8,42963304,51277745
P133_2,chr8,51277746,53143001
P133_2,chr8,53143002,62890291
P133_2,chr8,62890292,102265700
P133_2,chr8,102265701,103580906
P133_2,chr8,103580907,104910571
P133_2,chr8,104910572,105787847
P133_2,chr8,105787848,106854792
P133_2,chr8,106854793,109424838
P133_2,chr8,109424839,110423939
P133_2,chr8,110423940,110915019
P133_2,chr8,110915020,111078034
P133_2,chr8,111078035,111871081
P133_2,chr8,111871082,114259768
P133_2,chr8,114259769,114339531
P133_2,chr8,114339532,120225833
P133_2,chr8,120225834,122282056
P133_2,chr8,122282057,132141870
P133_2,chr8,132141871,140148598
P133_2,chr8,140148599,140507150
P133_2,chr8,140507151,146259314
P134_1,chr8,0,3421
P134_1,chr8,3422,8748803
P134_1,chr8,8748804,11259139
P134_1,chr8,11259140,20288886
P134_1,chr8,20288887,22390982
P134_1,chr8,22390983,24970155
P134_1,chr8,24970156,38766071
P134_1,chr8,38766072,43134344
P134_1,chr8,43134345,71790712
P134_1,chr8,71790713,74220889
P134_1,chr8,74220890,74466609
P134_1,chr8,74466610,74612553
P134_1,chr8,74612554,99633413
P134_1,chr8,99633414,103408214
P134_1,chr8,103408215,104784772
P134_1,chr8,104784773,108350668
P134_1,chr8,108350669,117986738
P134_1,chr8,117986739,143450164
P134_1,chr8,143450165,146259314
